"ISP (UTC)","Area","+Imbalance Price (EUR/MWh)","+Scarcity (EUR/MWh)","+Incentive (EUR/MWh)","+Financial Neutrality (EUR/MWh)","-Imbalance Price (EUR/MWh)","-Scarcity (EUR/MWh)","-Incentive (EUR/MWh)","-Financial Neutrality (EUR/MWh)","Status","Total Imbalance (MWh)","Total Imbalance - Difference (MWh)","Total Imbalance - Situation","Total Imbalance - Status"
"08/01/2024 08:00 - 08/01/2024 09:00","SCA|DK2","1205.86"," "," "," ","1205.86"," "," "," "," ","851.80"," ","Deficit","Final"
"08/01/2024 09:00 - 08/01/2024 10:00","SCA|DK2","499.12"," "," "," ","499.12"," "," "," "," ","567.60"," ","Deficit","Final"
"08/01/2024 10:00 - 08/01/2024 11:00","SCA|DK2","293.00"," "," "," ","293.00"," "," "," "," ","700.60"," ","Deficit","Final"
"08/01/2024 11:00 - 08/01/2024 12:00","SCA|DK2","133.00"," "," "," ","133.00"," "," "," "," ","701.80"," ","Deficit","Final"
"08/01/2024 12:00 - 08/01/2024 13:00","SCA|DK2","93.00"," "," "," ","93.00"," "," "," "," ","858.60"," ","Deficit","Final"
"08/01/2024 13:00 - 08/01/2024 14:00","SCA|DK2","102.46"," "," "," ","102.46"," "," "," "," ","726.60"," ","Deficit","Final"
"08/01/2024 14:00 - 08/01/2024 15:00","SCA|DK2","91.18"," "," "," ","91.18"," "," "," "," ","587.50"," ","Deficit","Final"
"08/01/2024 15:00 - 08/01/2024 16:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","746.50"," ","Deficit","Final"
"08/01/2024 16:00 - 08/01/2024 17:00","SCA|DK2","132.31"," "," "," ","132.31"," "," "," "," ","766.10"," ","Deficit","Final"
"08/01/2024 17:00 - 08/01/2024 18:00","SCA|DK2","130.01"," "," "," ","130.01"," "," "," "," ","774.90"," ","Deficit","Final"
"08/01/2024 18:00 - 08/01/2024 19:00","SCA|DK2","129.00"," "," "," ","129.00"," "," "," "," ","715.30"," ","Deficit","Final"
"08/01/2024 19:00 - 08/01/2024 20:00","SCA|DK2","129.00"," "," "," ","129.00"," "," "," "," ","589.80"," ","Deficit","Final"
"08/01/2024 20:00 - 08/01/2024 21:00","SCA|DK2","129.00"," "," "," ","129.00"," "," "," "," ","641.70"," ","Deficit","Final"
"08/01/2024 21:00 - 08/01/2024 22:00","SCA|DK2","132.00"," "," "," ","132.00"," "," "," "," ","726.60"," ","Deficit","Final"
"08/01/2024 22:00 - 08/01/2024 23:00","SCA|DK2","110.00"," "," "," ","110.00"," "," "," "," ","755.80"," ","Deficit","Final"
"08/01/2024 23:00 - 09/01/2024 00:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","368.90"," ","Deficit","Final"
"09/01/2024 00:00 - 09/01/2024 01:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","272.80"," ","Deficit","Final"
"09/01/2024 01:00 - 09/01/2024 02:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","401.20"," ","Deficit","Final"
"09/01/2024 02:00 - 09/01/2024 03:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","480.20"," ","Deficit","Final"
"09/01/2024 03:00 - 09/01/2024 04:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","450.70"," ","Deficit","Final"
"09/01/2024 04:00 - 09/01/2024 05:00","SCA|DK2","98.00"," "," "," ","98.00"," "," "," "," ","328.00"," ","Deficit","Final"
"09/01/2024 05:00 - 09/01/2024 06:00","SCA|DK2","120.00"," "," "," ","120.00"," "," "," "," ","450.80"," ","Deficit","Final"
"09/01/2024 06:00 - 09/01/2024 07:00","SCA|DK2","135.00"," "," "," ","135.00"," "," "," "," ","874.90"," ","Deficit","Final"
"09/01/2024 07:00 - 09/01/2024 08:00","SCA|DK2","250.00"," "," "," ","250.00"," "," "," "," ","731.70"," ","Deficit","Final"
"09/01/2024 08:00 - 09/01/2024 09:00","SCA|DK2","250.00"," "," "," ","250.00"," "," "," "," ","976.70"," ","Deficit","Final"
"09/01/2024 09:00 - 09/01/2024 10:00","SCA|DK2","250.00"," "," "," ","250.00"," "," "," "," ","687.20"," ","Deficit","Final"
"09/01/2024 10:00 - 09/01/2024 11:00","SCA|DK2","493.48"," "," "," ","493.48"," "," "," "," ","516.40"," ","Deficit","Final"
"09/01/2024 11:00 - 09/01/2024 12:00","SCA|DK2","126.00"," "," "," ","126.00"," "," "," "," ","794.70"," ","Deficit","Final"
"09/01/2024 12:00 - 09/01/2024 13:00","SCA|DK2","82.00"," "," "," ","82.00"," "," "," "," ","913.10"," ","Deficit","Final"
"09/01/2024 13:00 - 09/01/2024 14:00","SCA|DK2","83.50"," "," "," ","83.50"," "," "," "," ","781.50"," ","Deficit","Final"
"09/01/2024 14:00 - 09/01/2024 15:00","SCA|DK2","121.09"," "," "," ","121.09"," "," "," "," ","828.00"," ","Deficit","Final"
"09/01/2024 15:00 - 09/01/2024 16:00","SCA|DK2","134.00"," "," "," ","134.00"," "," "," "," ","744.30"," ","Deficit","Final"
"09/01/2024 16:00 - 09/01/2024 17:00","SCA|DK2","139.40"," "," "," ","139.40"," "," "," "," ","864.50"," ","Deficit","Final"
"09/01/2024 17:00 - 09/01/2024 18:00","SCA|DK2","139.40"," "," "," ","139.40"," "," "," "," ","1020.20"," ","Deficit","Final"
"09/01/2024 18:00 - 09/01/2024 19:00","SCA|DK2","139.40"," "," "," ","139.40"," "," "," "," ","1011.60"," ","Deficit","Final"
"09/01/2024 19:00 - 09/01/2024 20:00","SCA|DK2","125.00"," "," "," ","125.00"," "," "," "," ","1104.40"," ","Deficit","Final"
"09/01/2024 20:00 - 09/01/2024 21:00","SCA|DK2","111.68"," "," "," ","111.68"," "," "," "," ","923.90"," ","Deficit","Final"
"09/01/2024 21:00 - 09/01/2024 22:00","SCA|DK2","106.18"," "," "," ","106.18"," "," "," "," ","748.10"," ","Deficit","Final"
"09/01/2024 22:00 - 09/01/2024 23:00","SCA|DK2","97.09"," "," "," ","97.09"," "," "," "," ","772.50"," ","Deficit","Final"
"09/01/2024 23:00 - 10/01/2024 00:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","248.60"," ","Deficit","Final"
"10/01/2024 00:00 - 10/01/2024 01:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","256.00"," ","Deficit","Final"
"10/01/2024 01:00 - 10/01/2024 02:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","194.20"," ","Deficit","Final"
"10/01/2024 02:00 - 10/01/2024 03:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","252.60"," ","Deficit","Final"
"10/01/2024 03:00 - 10/01/2024 04:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","105.70"," ","Deficit","Final"
"10/01/2024 04:00 - 10/01/2024 05:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","42.00"," ","Deficit","Final"
"10/01/2024 05:00 - 10/01/2024 06:00","SCA|DK2","108.88"," "," "," ","108.88"," "," "," "," ","443.60"," ","Deficit","Final"
"10/01/2024 06:00 - 10/01/2024 07:00","SCA|DK2","129.40"," "," "," ","129.40"," "," "," "," ","680.50"," ","Deficit","Final"
"10/01/2024 07:00 - 10/01/2024 08:00","SCA|DK2","200.00"," "," "," ","200.00"," "," "," "," ","774.30"," ","Deficit","Final"
"10/01/2024 08:00 - 10/01/2024 09:00","SCA|DK2","469.35"," "," "," ","469.35"," "," "," "," ","1070.70"," ","Deficit","Final"
"10/01/2024 09:00 - 10/01/2024 10:00","SCA|DK2","157.00"," "," "," ","157.00"," "," "," "," ","755.00"," ","Deficit","Final"
"10/01/2024 10:00 - 10/01/2024 11:00","SCA|DK2","125.00"," "," "," ","125.00"," "," "," "," ","904.00"," ","Deficit","Final"
"10/01/2024 11:00 - 10/01/2024 12:00","SCA|DK2","120.00"," "," "," ","120.00"," "," "," "," ","922.60"," ","Deficit","Final"
"10/01/2024 12:00 - 10/01/2024 13:00","SCA|DK2","108.20"," "," "," ","108.20"," "," "," "," ","851.40"," ","Deficit","Final"
"10/01/2024 13:00 - 10/01/2024 14:00","SCA|DK2","115.68"," "," "," ","115.68"," "," "," "," ","633.20"," ","Deficit","Final"
"10/01/2024 14:00 - 10/01/2024 15:00","SCA|DK2","123.80"," "," "," ","123.80"," "," "," "," ","690.60"," ","Deficit","Final"
"10/01/2024 15:00 - 10/01/2024 16:00","SCA|DK2","134.64"," "," "," ","134.64"," "," "," "," ","540.70"," ","Deficit","Final"
"10/01/2024 16:00 - 10/01/2024 17:00","SCA|DK2","143.79"," "," "," ","143.79"," "," "," "," ","638.50"," ","Deficit","Final"
"10/01/2024 17:00 - 10/01/2024 18:00","SCA|DK2","140.00"," "," "," ","140.00"," "," "," "," ","614.70"," ","Deficit","Final"
"10/01/2024 18:00 - 10/01/2024 19:00","SCA|DK2","132.15"," "," "," ","132.15"," "," "," "," ","770.20"," ","Deficit","Final"
"10/01/2024 19:00 - 10/01/2024 20:00","SCA|DK2","120.00"," "," "," ","120.00"," "," "," "," ","594.20"," ","Deficit","Final"
"10/01/2024 20:00 - 10/01/2024 21:00","SCA|DK2","109.76"," "," "," ","109.76"," "," "," "," ","636.50"," ","Deficit","Final"
"10/01/2024 21:00 - 10/01/2024 22:00","SCA|DK2","16.00"," "," "," ","16.00"," "," "," "," ","473.00"," ","Deficit","Final"
"10/01/2024 22:00 - 10/01/2024 23:00","SCA|DK2","96.03"," "," "," ","96.03"," "," "," "," ","139.20"," ","Deficit","Final"
"10/01/2024 23:00 - 11/01/2024 00:00","SCA|DK2","77.11"," "," "," ","77.11"," "," "," "," ","233.00"," ","Deficit","Final"
"11/01/2024 00:00 - 11/01/2024 01:00","SCA|DK2","72.41"," "," "," ","72.41"," "," "," "," ","299.70"," ","Deficit","Final"
"11/01/2024 01:00 - 11/01/2024 02:00","SCA|DK2","71.00"," "," "," ","71.00"," "," "," "," ","323.90"," ","Deficit","Final"
"11/01/2024 02:00 - 11/01/2024 03:00","SCA|DK2","71.00"," "," "," ","71.00"," "," "," "," ","225.10"," ","Deficit","Final"
"11/01/2024 03:00 - 11/01/2024 04:00","SCA|DK2","81.95"," "," "," ","81.95"," "," "," "," ","243.20"," ","Deficit","Final"
"11/01/2024 04:00 - 11/01/2024 05:00","SCA|DK2","76.00"," "," "," ","76.00"," "," "," "," ","312.60"," ","Deficit","Final"
"11/01/2024 05:00 - 11/01/2024 06:00","SCA|DK2","102.07"," "," "," ","102.07"," "," "," "," ","661.40"," ","Deficit","Final"
"11/01/2024 06:00 - 11/01/2024 07:00","SCA|DK2","83.00"," "," "," ","83.00"," "," "," "," ","1025.10"," ","Deficit","Final"
"11/01/2024 07:00 - 11/01/2024 08:00","SCA|DK2","85.00"," "," "," ","85.00"," "," "," "," ","628.00"," ","Deficit","Final"
"11/01/2024 08:00 - 11/01/2024 09:00","SCA|DK2","88.00"," "," "," ","88.00"," "," "," "," ","613.60"," ","Deficit","Final"
"11/01/2024 09:00 - 11/01/2024 10:00","SCA|DK2","80.46"," "," "," ","80.46"," "," "," "," ","581.30"," ","Deficit","Final"
"11/01/2024 10:00 - 11/01/2024 11:00","SCA|DK2","106.48"," "," "," ","106.48"," "," "," "," ","85.00"," ","Deficit","Final"
"11/01/2024 11:00 - 11/01/2024 12:00","SCA|DK2","100.00"," "," "," ","100.00"," "," "," "," ","64.50"," ","Deficit","Final"
"11/01/2024 12:00 - 11/01/2024 13:00","SCA|DK2","100.00"," "," "," ","100.00"," "," "," "," ","244.40"," ","Deficit","Final"
"11/01/2024 13:00 - 11/01/2024 14:00","SCA|DK2","105.98"," "," "," ","105.98"," "," "," "," ","551.50"," ","Deficit","Final"
"11/01/2024 14:00 - 11/01/2024 15:00","SCA|DK2","85.00"," "," "," ","85.00"," "," "," "," ","571.80"," ","Deficit","Final"
"11/01/2024 15:00 - 11/01/2024 16:00","SCA|DK2","81.00"," "," "," ","81.00"," "," "," "," ","613.40"," ","Deficit","Final"
"11/01/2024 16:00 - 11/01/2024 17:00","SCA|DK2","81.00"," "," "," ","81.00"," "," "," "," ","656.40"," ","Deficit","Final"
"11/01/2024 17:00 - 11/01/2024 18:00","SCA|DK2","137.00"," "," "," ","137.00"," "," "," "," ","167.20"," ","Deficit","Final"
"11/01/2024 18:00 - 11/01/2024 19:00","SCA|DK2","146.00"," "," "," ","146.00"," "," "," "," ","18.20"," ","Deficit","Final"
"11/01/2024 19:00 - 11/01/2024 20:00","SCA|DK2","135.00"," "," "," ","135.00"," "," "," "," ","296.30"," ","Deficit","Final"
"11/01/2024 20:00 - 11/01/2024 21:00","SCA|DK2","107.19"," "," "," ","107.19"," "," "," "," ","361.70"," ","Deficit","Final"
"11/01/2024 21:00 - 11/01/2024 22:00","SCA|DK2","100.00"," "," "," ","100.00"," "," "," "," ","121.00"," ","Deficit","Final"
"11/01/2024 22:00 - 11/01/2024 23:00","SCA|DK2","97.22"," "," "," ","97.22"," "," "," "," ","342.00"," ","Deficit","Final"
"11/01/2024 23:00 - 12/01/2024 00:00","SCA|DK2","91.43"," "," "," ","91.43"," "," "," "," ","72.10"," ","Deficit","Final"
"12/01/2024 00:00 - 12/01/2024 01:00","SCA|DK2","72.41"," "," "," ","72.41"," "," "," "," ","61.40"," ","Deficit","Final"
"12/01/2024 01:00 - 12/01/2024 02:00","SCA|DK2","201.17"," "," "," ","201.17"," "," "," "," ","96.60"," ","Deficit","Final"
"12/01/2024 02:00 - 12/01/2024 03:00","SCA|DK2","64.00"," "," "," ","64.00"," "," "," "," ","218.50"," ","Deficit","Final"
"12/01/2024 03:00 - 12/01/2024 04:00","SCA|DK2","201.17"," "," "," ","201.17"," "," "," "," ","41.70"," ","Deficit","Final"
"12/01/2024 04:00 - 12/01/2024 05:00","SCA|DK2","85.32"," "," "," ","85.32"," "," "," "," ","55.20"," ","Deficit","Final"
"12/01/2024 05:00 - 12/01/2024 06:00","SCA|DK2","70.00"," "," "," ","70.00"," "," "," "," ","327.90"," ","Deficit","Final"
"12/01/2024 06:00 - 12/01/2024 07:00","SCA|DK2","85.00"," "," "," ","85.00"," "," "," "," ","493.70"," ","Deficit","Final"
"12/01/2024 07:00 - 12/01/2024 08:00","SCA|DK2","87.50"," "," "," ","87.50"," "," "," "," ","280.40"," ","Deficit","Final"
"12/01/2024 08:00 - 12/01/2024 09:00","SCA|DK2","134.96"," "," "," ","134.96"," "," "," "," ","216.50"," ","Deficit","Final"
"12/01/2024 09:00 - 12/01/2024 10:00","SCA|DK2","122.01"," "," "," ","122.01"," "," "," "," ","247.30"," ","Deficit","Final"
"12/01/2024 10:00 - 12/01/2024 11:00","SCA|DK2","114.73"," "," "," ","114.73"," "," "," "," ","302.80"," ","Deficit","Final"
"12/01/2024 11:00 - 12/01/2024 12:00","SCA|DK2","106.98"," "," "," ","106.98"," "," "," "," ","313.70"," ","Deficit","Final"
"12/01/2024 12:00 - 12/01/2024 13:00","SCA|DK2","103.08"," "," "," ","103.08"," "," "," "," ","465.20"," ","Deficit","Final"
"12/01/2024 13:00 - 12/01/2024 14:00","SCA|DK2","104.54"," "," "," ","104.54"," "," "," "," ","13.90"," ","Deficit","Final"
"12/01/2024 14:00 - 12/01/2024 15:00","SCA|DK2","110.00"," "," "," ","110.00"," "," "," "," ","83.50"," ","Deficit","Final"
"12/01/2024 15:00 - 12/01/2024 16:00","SCA|DK2","83.00"," "," "," ","83.00"," "," "," "," ","376.20"," ","Deficit","Final"
"12/01/2024 16:00 - 12/01/2024 17:00","SCA|DK2","83.00"," "," "," ","83.00"," "," "," "," ","215.60"," ","Deficit","Final"
"12/01/2024 17:00 - 12/01/2024 18:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","23.30"," ","Surplus","Final"
"12/01/2024 18:00 - 12/01/2024 19:00","SCA|DK2","469.35"," "," "," ","469.35"," "," "," "," ","20.20"," ","Deficit","Final"
"12/01/2024 19:00 - 12/01/2024 20:00","SCA|DK2","108.79"," "," "," ","108.79"," "," "," "," ","318.70"," ","Deficit","Final"
"12/01/2024 20:00 - 12/01/2024 21:00","SCA|DK2","98.48"," "," "," ","98.48"," "," "," "," ","432.40"," ","Deficit","Final"
"12/01/2024 21:00 - 12/01/2024 22:00","SCA|DK2","72.00"," "," "," ","72.00"," "," "," "," ","205.40"," ","Deficit","Final"
"12/01/2024 22:00 - 12/01/2024 23:00","SCA|DK2","25.00"," "," "," ","25.00"," "," "," "," ","7.90"," ","Deficit","Final"
"12/01/2024 23:00 - 13/01/2024 00:00","SCA|DK2","24.50"," "," "," ","24.50"," "," "," "," ","44.50"," ","Deficit","Final"
"13/01/2024 00:00 - 13/01/2024 01:00","SCA|DK2","74.85"," "," "," ","74.85"," "," "," "," ","11.20"," ","Deficit","Final"
"13/01/2024 01:00 - 13/01/2024 02:00","SCA|DK2","73.65"," "," "," ","73.65"," "," "," "," ","5.40"," ","Deficit","Final"
"13/01/2024 02:00 - 13/01/2024 03:00","SCA|DK2","71.37"," "," "," ","71.37"," "," "," "," ","21.00"," ","Surplus","Final"
"13/01/2024 03:00 - 13/01/2024 04:00","SCA|DK2","72.24"," "," "," ","72.24"," "," "," "," ","75.40"," ","Deficit","Final"
"13/01/2024 04:00 - 13/01/2024 05:00","SCA|DK2","69.00"," "," "," ","69.00"," "," "," "," ","31.20"," ","Deficit","Final"
"13/01/2024 05:00 - 13/01/2024 06:00","SCA|DK2","69.00"," "," "," ","69.00"," "," "," "," ","164.50"," ","Deficit","Final"
"13/01/2024 06:00 - 13/01/2024 07:00","SCA|DK2","63.01"," "," "," ","63.01"," "," "," "," ","175.10"," ","Deficit","Final"
"13/01/2024 07:00 - 13/01/2024 08:00","SCA|DK2","67.16"," "," "," ","67.16"," "," "," "," ","13.60"," ","Deficit","Final"
"13/01/2024 08:00 - 13/01/2024 09:00","SCA|DK2","52.00"," "," "," ","52.00"," "," "," "," ","57.60"," ","Surplus","Final"
"13/01/2024 09:00 - 13/01/2024 10:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","99.10"," ","Surplus","Final"
"13/01/2024 10:00 - 13/01/2024 11:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","73.10"," ","Surplus","Final"
"13/01/2024 11:00 - 13/01/2024 12:00","SCA|DK2","69.95"," "," "," ","69.95"," "," "," "," ","39.10"," ","Surplus","Final"
"13/01/2024 12:00 - 13/01/2024 13:00","SCA|DK2","63.67"," "," "," ","63.67"," "," "," "," ","35.60"," ","Surplus","Final"
"13/01/2024 13:00 - 13/01/2024 14:00","SCA|DK2","67.91"," "," "," ","67.91"," "," "," "," ","93.50"," ","Deficit","Final"
"13/01/2024 14:00 - 13/01/2024 15:00","SCA|DK2","66.00"," "," "," ","66.00"," "," "," "," ","15.20"," ","Surplus","Final"
"13/01/2024 15:00 - 13/01/2024 16:00","SCA|DK2","67.05"," "," "," ","67.05"," "," "," "," ","119.30"," ","Deficit","Final"
"13/01/2024 16:00 - 13/01/2024 17:00","SCA|DK2","86.00"," "," "," ","86.00"," "," "," "," ","61.90"," ","Deficit","Final"
"13/01/2024 17:00 - 13/01/2024 18:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","154.60"," ","Deficit","Final"
"13/01/2024 18:00 - 13/01/2024 19:00","SCA|DK2","85.00"," "," "," ","85.00"," "," "," "," ","33.10"," ","Deficit","Final"
"13/01/2024 19:00 - 13/01/2024 20:00","SCA|DK2","80.50"," "," "," ","80.50"," "," "," "," ","92.10"," ","Surplus","Final"
"13/01/2024 20:00 - 13/01/2024 21:00","SCA|DK2","79.00"," "," "," ","79.00"," "," "," "," ","87.50"," ","Deficit","Final"
"13/01/2024 21:00 - 13/01/2024 22:00","SCA|DK2","81.00"," "," "," ","81.00"," "," "," "," ","89.90"," ","Deficit","Final"
"13/01/2024 22:00 - 13/01/2024 23:00","SCA|DK2","81.00"," "," "," ","81.00"," "," "," "," ","122.10"," ","Deficit","Final"
"13/01/2024 23:00 - 14/01/2024 00:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","17.80"," ","Deficit","Final"
"14/01/2024 00:00 - 14/01/2024 01:00","SCA|DK2","70.50"," "," "," ","70.50"," "," "," "," ","91.50"," ","Surplus","Final"
"14/01/2024 01:00 - 14/01/2024 02:00","SCA|DK2","70.00"," "," "," ","70.00"," "," "," "," ","10.70"," ","Surplus","Final"
"14/01/2024 02:00 - 14/01/2024 03:00","SCA|DK2","56.32"," "," "," ","56.32"," "," "," "," ","7.50"," ","Surplus","Final"
"14/01/2024 03:00 - 14/01/2024 04:00","SCA|DK2","56.32"," "," "," ","56.32"," "," "," "," ","78.10"," ","Deficit","Final"
"14/01/2024 04:00 - 14/01/2024 05:00","SCA|DK2","56.32"," "," "," ","56.32"," "," "," "," ","130.60"," ","Deficit","Final"
"14/01/2024 05:00 - 14/01/2024 06:00","SCA|DK2","63.50"," "," "," ","63.50"," "," "," "," ","10.50"," ","Surplus","Final"
"14/01/2024 06:00 - 14/01/2024 07:00","SCA|DK2","64.00"," "," "," ","64.00"," "," "," "," ","17.70"," ","Surplus","Final"
"14/01/2024 07:00 - 14/01/2024 08:00","SCA|DK2","70.00"," "," "," ","70.00"," "," "," "," ","233.30"," ","Surplus","Final"
"14/01/2024 08:00 - 14/01/2024 09:00","SCA|DK2","90.00"," "," "," ","90.00"," "," "," "," ","110.20"," ","Surplus","Final"
"14/01/2024 09:00 - 14/01/2024 10:00","SCA|DK2","92.00"," "," "," ","92.00"," "," "," "," ","232.00"," ","Surplus","Final"
"14/01/2024 10:00 - 14/01/2024 11:00","SCA|DK2","88.08"," "," "," ","88.08"," "," "," "," ","52.30"," ","Surplus","Final"
"14/01/2024 11:00 - 14/01/2024 12:00","SCA|DK2","80.39"," "," "," ","80.39"," "," "," "," ","109.40"," ","Deficit","Final"
"14/01/2024 12:00 - 14/01/2024 13:00","SCA|DK2","77.04"," "," "," ","77.04"," "," "," "," ","225.40"," ","Deficit","Final"
"14/01/2024 13:00 - 14/01/2024 14:00","SCA|DK2","71.00"," "," "," ","71.00"," "," "," "," ","248.40"," ","Deficit","Final"
"14/01/2024 14:00 - 14/01/2024 15:00","SCA|DK2","74.00"," "," "," ","74.00"," "," "," "," ","99.00"," ","Deficit","Final"
"14/01/2024 15:00 - 14/01/2024 16:00","SCA|DK2","90.50"," "," "," ","90.50"," "," "," "," ","125.70"," ","Deficit","Final"
"14/01/2024 16:00 - 14/01/2024 17:00","SCA|DK2","97.00"," "," "," ","97.00"," "," "," "," ","3.70"," ","Surplus","Final"
"14/01/2024 17:00 - 14/01/2024 18:00","SCA|DK2","96.00"," "," "," ","96.00"," "," "," "," ","416.10"," ","Deficit","Final"
"14/01/2024 18:00 - 14/01/2024 19:00","SCA|DK2","73.46"," "," "," ","73.46"," "," "," "," ","255.30"," ","Deficit","Final"
"14/01/2024 19:00 - 14/01/2024 20:00","SCA|DK2","74.00"," "," "," ","74.00"," "," "," "," ","173.30"," ","Surplus","Final"
"14/01/2024 20:00 - 14/01/2024 21:00","SCA|DK2","78.60"," "," "," ","78.60"," "," "," "," ","51.80"," ","Deficit","Final"
"14/01/2024 21:00 - 14/01/2024 22:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","38.00"," ","Deficit","Final"
"14/01/2024 22:00 - 14/01/2024 23:00","SCA|DK2","74.00"," "," "," ","74.00"," "," "," "," ","65.80"," ","Deficit","Final"
"14/01/2024 23:00 - 15/01/2024 00:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","149.90"," ","Deficit","Final"
"15/01/2024 00:00 - 15/01/2024 01:00","SCA|DK2","45.00"," "," "," ","45.00"," "," "," "," ","12.70"," ","Deficit","Final"
"15/01/2024 01:00 - 15/01/2024 02:00","SCA|DK2","45.00"," "," "," ","45.00"," "," "," "," ","125.80"," ","Deficit","Final"
"15/01/2024 02:00 - 15/01/2024 03:00","SCA|DK2","45.00"," "," "," ","45.00"," "," "," "," ","70.80"," ","Deficit","Final"
"15/01/2024 03:00 - 15/01/2024 04:00","SCA|DK2","45.00"," "," "," ","45.00"," "," "," "," ","116.60"," ","Deficit","Final"
"15/01/2024 04:00 - 15/01/2024 05:00","SCA|DK2","50.00"," "," "," ","50.00"," "," "," "," ","108.20"," ","Deficit","Final"
"15/01/2024 05:00 - 15/01/2024 06:00","SCA|DK2","86.00"," "," "," ","86.00"," "," "," "," ","128.30"," ","Deficit","Final"
"15/01/2024 06:00 - 15/01/2024 07:00","SCA|DK2","89.00"," "," "," ","89.00"," "," "," "," ","260.30"," ","Deficit","Final"
"15/01/2024 07:00 - 15/01/2024 08:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","717.90"," ","Deficit","Final"
"15/01/2024 08:00 - 15/01/2024 09:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","728.30"," ","Deficit","Final"
"15/01/2024 09:00 - 15/01/2024 10:00","SCA|DK2","80.00"," "," "," ","80.00"," "," "," "," ","338.70"," ","Deficit","Final"
"15/01/2024 10:00 - 15/01/2024 11:00","SCA|DK2","93.46"," "," "," ","93.46"," "," "," "," ","30.30"," ","Deficit","Final"
"15/01/2024 11:00 - 15/01/2024 12:00","SCA|DK2","87.32"," "," "," ","87.32"," "," "," "," ","18.30"," ","Deficit","Final"
"15/01/2024 12:00 - 15/01/2024 13:00","SCA|DK2","82.15"," "," "," ","82.15"," "," "," "," ","298.80"," ","Deficit","Final"
"15/01/2024 13:00 - 15/01/2024 14:00","SCA|DK2","89.00"," "," "," ","89.00"," "," "," "," ","206.60"," ","Surplus","Final"
"15/01/2024 14:00 - 15/01/2024 15:00","SCA|DK2","81.00"," "," "," ","81.00"," "," "," "," ","265.80"," ","Deficit","Final"
"15/01/2024 15:00 - 15/01/2024 16:00","SCA|DK2","78.50"," "," "," ","78.50"," "," "," "," ","493.10"," ","Deficit","Final"
"15/01/2024 16:00 - 15/01/2024 17:00","SCA|DK2","80.46"," "," "," ","80.46"," "," "," "," ","424.00"," ","Deficit","Final"
"15/01/2024 17:00 - 15/01/2024 18:00","SCA|DK2","80.46"," "," "," ","80.46"," "," "," "," ","271.30"," ","Deficit","Final"
"15/01/2024 18:00 - 15/01/2024 19:00","SCA|DK2","110.66"," "," "," ","110.66"," "," "," "," ","304.30"," ","Deficit","Final"
"15/01/2024 19:00 - 15/01/2024 20:00","SCA|DK2","113.98"," "," "," ","113.98"," "," "," "," ","338.40"," ","Deficit","Final"
"15/01/2024 20:00 - 15/01/2024 21:00","SCA|DK2","106.00"," "," "," ","106.00"," "," "," "," ","390.60"," ","Deficit","Final"
"15/01/2024 21:00 - 15/01/2024 22:00","SCA|DK2","95.00"," "," "," ","95.00"," "," "," "," ","440.00"," ","Deficit","Final"
"15/01/2024 22:00 - 15/01/2024 23:00","SCA|DK2","86.43"," "," "," ","86.43"," "," "," "," ","381.80"," ","Deficit","Final"
"15/01/2024 23:00 - 16/01/2024 00:00","SCA|DK2","71.00"," "," "," ","71.00"," "," "," "," ","413.50"," ","Deficit","Final"
"16/01/2024 00:00 - 16/01/2024 01:00","SCA|DK2","73.00"," "," "," ","73.00"," "," "," "," ","508.20"," ","Deficit","Final"
"16/01/2024 01:00 - 16/01/2024 02:00","SCA|DK2","73.00"," "," "," ","73.00"," "," "," "," ","368.00"," ","Deficit","Final"
"16/01/2024 02:00 - 16/01/2024 03:00","SCA|DK2","70.12"," "," "," ","70.12"," "," "," "," ","346.90"," ","Deficit","Final"
"16/01/2024 03:00 - 16/01/2024 04:00","SCA|DK2","70.12"," "," "," ","70.12"," "," "," "," ","353.20"," ","Deficit","Final"
